Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Amash,20011679,DC,Nintendo Co Ltd ADR  P,NTDoY,05/01/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC3
Amash,20011070,DC,"Amazon.com, Inc.   P",AMZN,01/02/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC1
Amash,20011070,DC,Apple Inc.   P,AAPL,01/02/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC2
Amash,20011070,DC,"Sonos, Inc.   P",SoNo,01/02/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC1
Amash,20011070,DC,Walt Disney Company   P,DIS,01/02/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC2
Amash,20011070,DC,Walt Disney Company   P,DIS,01/02/2019,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Charles Schwab Investment Account - DC3
Beyer,20012723,JT,"Illumina, Inc.   P 11/25/2019 12/06/2019 $1,001",ILMN,transaction,Date,notification,amount,New,20 units of Illumina Inc.
Beyer,20012723,JT,BLF FedFund TDDXX,CS,12/09/2019,12/14/2019,"$100,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,12/10/2019,12/14/2019,"$50,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/19/2019,12/06/2019,"$100,001",-,New,Sweep sale of Blackrock Liq FDS FedFund
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/22/2019,12/06/2019,"$50,001",-,New,Sweep sale pf Blackrock Liq FDS FedFund
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/04/2019,12/06/2019,"$15,001",-,New,"sale of fed funds, conversion to cash"
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/18/2019,12/06/2019,"$100,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/04/2019,12/06/2019,"$15,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,10/16/2019,12/06/2019,"$1,000,001",-,New,"Sweep purchase of Blackrock Liq FDS FedFund, using proceeds of the sale of Donald S Beyer Jr ownership"
Beyer,20012723,JT,BLF FedFund TDDXX,CS,10/16/2019,12/06/2019,"$100,001",-,New,"Sweep purchase of Blackrock Liq FDS FedFund, using proceeds of the sale of Megan C Beyer ownership"
Beyer,20012723,JT,BLF FedFund TDDXX,CS,12/04/2019,12/06/2019,"$50,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,12/06/2019,12/06/2019,"$50,001",-,New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/25/2019,12/06/2019,"$50,001",-,New,Sweep sale of Blackrock Liq FDS FedFund
Beyer,20012723,JT,BLF FedFund TDDXX,CS,11/26/2019,12/06/2019,"$50,001",-,New,sweep sale of Blackrock LIQ FDS FedFunds
Beyer,20012723,JT,Maryland State Community 3.85%,Marriott International,12/06/2019,12/06/2019,"$50,001",-,New,"50,000 units of Maryland State Community 3.85%"
Beyer,20012723,JT,North Allegheny PA Sch 5.00%,,12/04/2019,12/06/2019,"$50,001",-,New,"50,000 units of North Allegheny PA Sch 5.00%"
Beyer,20012723,JT,Salisbury Township School Bond,,11/18/2019,12/06/2019,"$50,001",-,New,"purchase of municipal bonds 50,000 units"
Beyer,20012723,JT,Twin Rivers CA V,,11/19/2019,12/06/2019,"$50,001",-,New,"50,000 units of Twin Rivers CA V-A 06/01/41"
Beyer,20012722,JT,Don Beyer Motors Inc.,oI,10/07/2019,10/07/2019,"$1,000,001",-,New,"Sale of my 38%% interest in Don Beyer Motors Inc, dba Don Beyer Volvo and Beyer Kia, to Beyer Holdings"
Beyer,20012722,JT,Gum Springs LLC,oI,10/07/2019,10/07/2019,"$1,000,001",-,New,"Sale of my 33% interest in Gum Springs LLC, dba Beyer Subaru, to Beyer Holdings, LLC, as part of an Equity"
Beyer,20012722,JT,Pirate Motors LLC,oI,10/07/2019,10/07/2019,"$50,001",-,New,"Sale of my wife's 1% interest in Pirate Motors LLC, which owned interests in The Great Experiment LLC,"
Beyer,20012722,JT,Prospect Hill LLC,oI,10/07/2019,10/07/2019,"$1,000,001",-,New,"Sale of my 33% interest in Prospect Hill, LLC, dba Don Beyer Volvo - Dulles, to Beyer Holdings, LLC, as part of"
Beyer,20012722,JT,The Great Experiment LLC,oI,10/07/2019,10/07/2019,"$5,000,001",-,New,"Sale of my 33% interest in The Great Experiment, LLC, dba Land Rover Alexandria, to Beyer Holdings LLC, as"
Beyer,20012723,JT,Accenture plc Class A ordinary P,ACN,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,25 units of Accenture PLC
Beyer,20012723,JT,Accenture plc Class A ordinary P,ACN,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,25 units of Accenture PLC
Beyer,20012723,JT,Accenture plc Class A ordinary P,ACN,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,25 units of Accenture PLC
Beyer,20012723,JT,Alphabet Inc.,goog,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,10 units of Alphabet Inc Class C
Beyer,20012723,JT,Alphabet Inc.,goog,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,5 units of Alphabet Inc.iD owner asset transaction Date notification amount cap.
Beyer,20012723,JT,Alphabet Inc.,goog,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,5 units of Alphabet Inc.
Beyer,20012723,JT,"Amazon.com, Inc.   P",AMZN,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,5 units of Amazon.com Inc
Beyer,20012723,JT,"Amazon.com, Inc.   P",AMZN,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,5 units of Amazon Com.
Beyer,20012723,JT,Apple Inc.   P,AAPL,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,40 units of Apple Inc.
Beyer,20012723,JT,Apple Inc.   P,AAPL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,35 units of Apple Inc.
Beyer,20012723,JT,Apple Inc.   P,AAPL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 262.99 units of Apple Inc.
Beyer,20012723,JT,Apple Inc.   P,AAPL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 40 units of Apple Inc.
Beyer,20012723,JT,Berkshire Hathaway Inc. New P,BRK.B,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 25 units of Berkshire Hathaway BiD owner asset transaction Date notification amount cap.
Beyer,20012723,JT,Berkshire Hathaway Inc. New P,BRK.B,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,25 units of Berkshire Hathaway Inc Class B
Beyer,20012723,JT,BLF FedFund TDDXX  P,CS,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,Sweep purchase of federal notes
Beyer,20012723,JT,BLF FedFund TDDXX  S,CS,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,BLF FedFund TDDXX  S,CS,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,Sweep sale of Blackrock Liq FDS FedFunds
Beyer,20012723,JT,"Citigroup, Inc.   P",C,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,115 units of Citigroup Inc.
Beyer,20012723,JT,"Citigroup, Inc.   P",C,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 70 units of Citigroup
Beyer,20012723,JT,"Citigroup, Inc.   P",C,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of Citigroup Inc.
Beyer,20012723,JT,CME group Inc.,CME,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,25 Units of CME group Inc.
Beyer,20012723,JT,CME group Inc.,CME,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,15 units of CME group Inc.
Beyer,20012723,JT,CME group Inc.,CME,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,35 units of CME group Inc.
Beyer,20012723,JT,Cognex Corporation   P,CgNX,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,100 units of Cognex Corp
Beyer,20012723,JT,Cognex Corporation   P,CgNX,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Cognex Corp
Beyer,20012723,JT,Cognex Corporation   P,CgNX,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 75 units Cognex Corporation
Beyer,20012723,JT,"CryoPort, Inc.   P",CYRX,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,135 units of Cryoport Inc.
Beyer,20012723,JT,"CryoPort, Inc.   P",CYRX,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,120 units of Cryoport Inc.
Beyer,20012723,JT,Cyrusone Inc   P,CoNE,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Cyrusone Inc. REIT
Beyer,20012723,JT,Cyrusone Inc   P,CoNE,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,60 units of Cyrusone Inc. REIT
Beyer,20012723,JT,Daifuku Co Ltd ordinary Shares P,DAIUF,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of Daifuku Co Ltd
Beyer,20012723,JT,Daifuku Co Ltd ordinary Shares P,DAIUF,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,60 units of Daifuku Co Ltd
Beyer,20012723,JT,Daifuku Co Ltd ordinary Shares P,DAIUF,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,60 units Daifuku Co Ltd
Beyer,20012723,JT,Daifuku Co Ltd ordinary Shares P,DAIUF,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,60 units of Daifuku Co Ltd
Beyer,20012723,JT,"Delta Air Lines, Inc.   P",DAL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,55 units of Delta Air Lines
Beyer,20012723,JT,"Delta Air Lines, Inc.   P",DAL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,45 units of Delta Air Lines
Beyer,20012723,JT,Ecolab Inc.   P,ECL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,30 Units of Ecolab Inc
Beyer,20012723,JT,Ecolab Inc.   P,ECL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,45 units of Ecolab Inc.
Beyer,20012723,JT,Ecolab Inc.   P,ECL,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Ecolab Inc.
Beyer,20012723,JT,"Editas Medicine, Inc.   P",EDIT,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Editas Medicine Inc.
Beyer,20012723,JT,"Editas Medicine, Inc.   P",EDIT,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Editas Medicine Inc.
Beyer,20012723,JT,"Editas Medicine, Inc.   P",EDIT,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Editas Medicine Inc.
Beyer,20012723,JT,"Estee Lauder Companies, Inc.  P",EL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 50 units of Estee Lauder Companies Class A
Beyer,20012723,JT,"Estee Lauder Companies, Inc.  P",EL,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,45 units of Estee Lauder Companies
Beyer,20012723,JT,"Estee Lauder Companies, Inc.  P",EL,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Estee Lauder Companies
Beyer,20012723,JT,Fanuc Limited ordinary Shares P,FANUF,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,15 units of Fanuc Ltd
Beyer,20012723,JT,Fanuc Limited ordinary Shares P,FANUF,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,15 units of Fanuc Ltd.
Beyer,20012723,JT,Fanuc Limited ordinary Shares P,FANUF,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 20 units Fanuc Ltd.
Beyer,20012723,JT,"FLIR Systems, Inc.   P",FLIR,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,70 units of Flir Systems Inc.
Beyer,20012723,JT,"FLIR Systems, Inc.   P",FLIR,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of FLIR Systems Inc
Beyer,20012723,JT,"FLIR Systems, Inc.   P",FLIR,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,80 units of Flir Systems Inc.
Beyer,20012723,JT,"goldman Sachs group, Inc.  P",GS,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,15 units of goldman Sachs group Inc.
Beyer,20012723,JT,"goldman Sachs group, Inc.  P",GS,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,20 units of goldman Sachs group Inc.
Beyer,20012723,JT,"goldman Sachs group, Inc.  P",GS,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,15 Units od goldman Sachs group Inc.
Beyer,20012723,JT,"Illumina, Inc.   P",ILMN,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,20 units of Illumina Inc.
Beyer,20012723,JT,"Illumina, Inc.   P",ILMN,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,10 units of Illumina Inc.
Beyer,20012723,JT,"Impinj, Inc.   P",PI,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,35 units of Impinj Inc
Beyer,20012723,JT,"Intellia Therapeutics, Inc.  P",NTLA,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,120 units of Intellia Therapeutics Inc.
Beyer,20012723,JT,"Intuitive Surgical, Inc.   P",ISRG,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,10 units of Intuitive Surgical Inc.
Beyer,20012723,JT,"Intuitive Surgical, Inc.   P",ISRG,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,10 units of Intuitive Surgical Inc.
Beyer,20012723,JT,"Intuitive Surgical, Inc.   P",ISRG,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,10 units of Intuitive Surgical Inc.
Beyer,20012723,JT,LVMH Moet Hennessy Louis P,,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of LVMH Moet Hennessy
Beyer,20012723,JT,LVMH Moet Hennessy Louis P,,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 60 units of LVMH Moet Hennessy
Beyer,20012723,JT,LVMH Moet Hennessy Louis P,,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,110 units of LVMH Moet Hennessy
Beyer,20012723,JT,Microsoft Corporation   P,MSFT,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of Microsoft Corp
Beyer,20012723,JT,Microsoft Corporation   P,MSFT,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,70 units of Microsoft Corp
Beyer,20012723,JT,Microsoft Corporation   P,MSFT,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,65 units of Microsoft Corp
Beyer,20012723,JT,MSCI Inc   P,MSCI,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,30 units of MSCI Inc. Class AiD owner asset transaction Date notification amount cap.
Beyer,20012723,JT,MSCI Inc   P,MSCI,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 20 units of MSCI Inc Class A
Beyer,20012723,JT,MSCI Inc   P,MSCI,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,40 units of MSCI Inc.
Beyer,20012723,JT,"Nasdaq, Inc.   P",NDAQ,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of NASDAQ Inc.
Beyer,20012723,JT,"Nasdaq, Inc.   P",NDAQ,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,30 units of NASDAQ Inc.
Beyer,20012723,JT,"Nasdaq, Inc.   P",NDAQ,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,30 units of NASDAQ Inc.
Beyer,20012723,JT,Nestle SA Sponsored ADR P,,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 55 units of Nestle SA Sponsored ADR
Beyer,20012723,JT,Nestle SA Sponsored ADR P,,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,75 units of Nestle NAM
Beyer,20012723,JT,Nestle SA Sponsored ADR P,,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,50 units of Nestle NAM
Beyer,20012723,JT,"NextEra Energy, Inc.   P",NEE,12/14/2019,"$1,001",-,"$1,001 - $15,000",New,60 units of NextEra Energy Inc.
Beyer,20012723,JT,"NextEra Energy, Inc.   P",NEE,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,purchase of 55 units of NextEra Energy
Beyer,20012723,JT,"NextEra Energy, Inc.   P",NEE,12/06/2019,"$1,001",-,"$1,001 - $15,000",New,45 units of NextEra Energy Inc.
