Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Ashford,20003994,SP,3M Company,MMM,10/13/2015,10/13/2015,"$15,001",-,New,Subholding of: Ann Ashford Stock Account
Ashford,20003994,SP,Apache Corporation,APA,10/13/2015,10/13/2015,"$15,001",-,New,Subholding of: Ann Ashford Stock Account
Ashford,20003185,SP,Union Pacific Corporation,UNP,05/5/2015,05/5/2015,"$15,001",-,New,Subholding of: Ann Ashford Stock Account
Ashford,20002964,JT,Apache Corporation,APA,04/14/2015,04/14/2015,"$1,001",-,New,Joint Stock Account with adult daughter Eleanor Ashford
Ashford,20002963,SP,"Lennox International, Inc.",LII,04/13/2015,04/13/2015,"$15,001",-,New,"Sold 250 shares of LII for a total of 27,819.49."
Ashford,20002949,SP,Apache Corporation,APA,04/12/2015,04/12/2015,"$15,001",-,New,530 shares of Apache Corporation (APA) at $67.84 per share.
Ashford,20002776,SP,Union Pacific Corporation,UNP,03/12/2015,03/12/2015,"$15,001",-,New,"Brad Ashford , 03/24/2015"
Ashford,20002776,DC,Berkshire hathaway Inc. New,BRK.B,P,02/27/2015,02/27/2015,"$25,000,001",New,250 BRK B shares at $148 per share.
Barletta,20004311,JT,"BCE, Inc.",BCE,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,ConocoPhillips,COP,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,First Trust Exchange,FSLR,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 9039
Barletta,20004311,JT,PowerShares Buyback achievers,PKW,12/28/2015,12/28/2015,"$15,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,"PowerShares QQQ Trust, Series 1",QQQ,12/28/2015,12/28/2015,"$15,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,"PowerShares QQQ Trust, Series 1",QQQ,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 9039
Barletta,20004311,JT,RevenueShares Large Cap,RWL,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 9039
Barletta,20004311,JT,RevenueShares Ultra dividend Fund,RdIV,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,SPdR dow Jones Industrial average,,12/28/2015,12/28/2015,"$15,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,SPdR S&P 500,SPY,12/28/2015,12/28/2015,"$15,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,Vanguard Financials ETF,,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 7802
Barletta,20004311,JT,Vanguard Financials ETF,,12/28/2015,12/28/2015,"$1,001",-,New,Subholding of: american Enterprise 9039
Barletta,20002827,JT,"Kinder Morgan, Inc.",KMI,10/29/2015,10/29/2015,"$1,001",-,New,The rationale for this transaction was to take tax losses
Barletta,20002827,JT,"Kinder Morgan, Inc.",KMI,10/29/2015,10/29/2015,"$1,001",-,New,The rationale for this transaction was to take tax losses.
Brooks,20002327,JT,Madison alabama RFDg Wts,,12/2/2014,12/2/2014,"$15,001",-,New,
Brooks,20004046,JT,North Carolina Cap Facs Fin agy Duke,,11/2/2015,11/2/2015,"$1,001",-,New,
Brooks,20004046,JT,Huntsville al genl Oblig Warrants,,10/19/2015,10/19/2015,"$1,001",-,New,
Brooks,20003908,JT,southern Company,SO,10/1/2015,10/1/2015,"$1,001",-,New,
Brooks,20002969,SP,"alexar Therapeutics, Inc.",,04/15/2015,04/15/2015,"$1,001",-,New,Investment Purchase
Brooks,20002831,JT,Decatur ala swr Rev Wts,,03/31/2015,03/31/2015,"$1,001",-,New,
Brooks,20002713,JT,Baldwin County al genl Oblig Wts,,03/10/2015,03/10/2015,"$1,001",-,New,
