Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Allen,20023082,SP,Alphabet Inc.,GOOGL,P,12/27/2019,01/05/2020,"$15,001 - $50,000",New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20023082,SP,US TREASURY NOTE,,P,12/23/2022,01/05/2023,"$100,001 - $250,000",New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20023082,SP,"Dominion Energy, Inc.",D,S,12/15/2020,01/05/2021,"$15,001 - $50,000",New,Subholding of: LIVTR
Allen,20023082,SP,US TREASURY BILL,,P,12/08/2022,01/05/2023,"$15,001 - $50,000",New,Subholding of: INIRA
Allen,20023082,SP,Starbucks Corporation,SBUX,11/16/2020,12/05/2020,"$1,001",-,New,Subholding of: LIVTR
Allen,20023082,SP,TE Connectivity Ltd. New,TEL,11/20/2018,12/05/2018,"$1,001",-,New,Subholding of: LIVTR
Allen,20023082,SP,GENERAL ELECTRIC 5.55% DUE,GD,11/02/2017,12/05/2017,"$1,001",-,New,SALE OF CORPORATE BOND
Allen,20024101,SP,US Treasury Bill 912797FH5,,P,11/16/2023,12/06/2023,"$15,001 - $50,000",New,Subholding of: CONT IRA
Allen,20024101,SP,US Treasury Bill 912797GD3,,P,11/16/2023,12/06/2023,"$15,001 - $50,000",New,Subholding of: CONT IRA
Allen,20024101,SP,US Treasury Bill 912797LL9,,P,11/16/2023,12/06/2023,"$15,001 - $50,000",New,Subholding of: CONT IRA
Allen,20023082,SP,AbbVie Inc.,ABBV,P,11/16/2020,12/05/2020,"$15,001 - $50,000",New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20023082,SP,Chubb Limited,CB,P,11/16/2020,12/05/2020,"$15,001 - $50,000",New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20023082,SP,SouthState Corporation,SSB,(partial),11/16/2020,12/05/2020,"$15,001 - $50,000",New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20024001,SP,"Activision Blizzard, Inc",ATVI,10/13/2023,11/06/2023,"$1,001",-,New,cash merger no longer publicly traded company
Allen,20023082,SP,"PayPal Holdings, Inc.",PYPL,10/22/2021,11/05/2021,"$1,001",-,New,"Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities"
Allen,20023082,SP,CAE Inc. Ordinary Shares,CAE,10/31/2019,11/05/2019,"$1,001",-,New,Subholding of: LIVTR
