Member,Prefix,FirstName,LastName,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Banks,Hon.,James E.,Banks,20007551,JT,"Amazon.com, Inc",AMZN,P,06/26/2017,06/26/2017,"$15,001 - $50,000",New,Subholding of: Schwab IRA
Barletta,Hon.,Lou,Barletta,20006832,JT,Vanguard Intermediate-Term Corporate,,S,03/1/2017,03/1/2017,"$1,001 - $15,000",New,New Joint Account held at LPL Financial
Blum,Hon.,Rodney Leland,Blum,20007916,JT,"Tintri, Inc",TNTR,P,08/4/2017,08/7/2017,"$50,001 - $100,000",New,Subholding of: RodandKarenBlumIRA
Blumenauer,Hon.,Earl,Blumenauer,20006495,JT,The Joinery,,P,12/9/2016,12/9/2016,"$1,001 - $15,000",New,Additional investment
Blumenauer,Hon.,Earl,Blumenauer,20008454,SP,Northwest Natural gas Company,NWN,S,11/21/2017,11/24/2017,"$50,001 - $100,000",New,Exercise of stock option shares
Blumenauer,Hon.,Earl,Blumenauer,20008424,SP,Northwest Natural gas Company,NWN,P,11/16/2017,11/20/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20008424,SP,Northwest Natural gas Company,NWN,P,11/15/2017,11/20/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20007945,SP,Northwest Natural gas Company,NWN,P,08/15/2017,09/12/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20007881,SP,Northwest Natural gas Company,NWN,P,08/15/2017,08/18/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20007383,SP,Northwest Natural gas Company,NWN,P,05/16/2017,06/1/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20007349,SP,Northwest Natural gas Company,NWN,P,05/15/2017,05/22/2017,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20006724,JT,The Joinery,,P,02/8/2017,02/8/2017,"$1,001 - $15,000",New,Additional investment
