Member,Prefix,FirstName,LastName,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Aderholt,Hon.,Robert B.,Aderholt,20022132,DC,"Tesla, Inc",TSLA,S,12/05/2022,12/05/2022,"$1,001 - $15,000",New,
Aderholt,Hon.,Robert B.,Aderholt,20021740,JT,Apple Inc,AAPL,P,08/26/2022,08/26/2022,"$1,001 - $15,000",New,
Allen,Hon.,Richard W.,Allen,20021681,JT,Walt Disney Company,DIS,S,08/15/2022,08/18/2022,"$15,001 -",New,
Allen,Hon.,Richard W.,Allen,20020585,SP,"Activision blizzard, Inc",ATVI,P,02/10/2022,02/14/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Inherited IRA - 2016
Allen,Hon.,Richard W.,Allen,20020585,JT,"Activision blizzard, Inc",ATVI,P,02/10/2022,02/14/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Charles Schwab IRA
Allen,Hon.,Richard W.,Allen,20020448,SP,Putnam ultra Short Duration,,S,01/25/2022,01/28/2022,"$50,001 - gfedc",New,Subholding of: Charles Schwab IRA
Allen,Hon.,Richard W.,Allen,20020448,SP,Starbucks Corporation,SBUX,S,01/25/2022,01/28/2022,"$15,001 - gfedc",New,Subholding of: Charles Schwab IRA
Allen,Hon.,Richard W.,Allen,20020448,SP,Walt Disney Company,DIS,S,01/25/2022,01/28/2022,"$1,001 - $15,000 gfedcb",New,Subholding of: Charles Schwab IRA
Auchincloss,Hon.,Jake,Auchincloss,20020708,JT,"Flipside Crypto, Inc",OT,S,03/22/2022,03/23/2022,"$15,001 -",New,"Sold equity interest in Flipside Crypto, Inc. back to company."
Axne,Hon.,Cindy,Axne,20022042,SP,"Amazon.com, Inc",AMZN,P,11/23/2022,11/24/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20022042,JT,"Church & Dwight Company, Inc",CHD,P,11/23/2022,11/24/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20022042,JT,Danaher Corporation,DHR,P,11/23/2022,11/24/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20022042,SP,Danaher Corporation,DHR,P,11/23/2022,11/24/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021951,JT,"PayPal Holdings, Inc",PYPL,S,11/09/2022,11/10/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20021951,SP,"PayPal Holdings, Inc",PYPL,S,11/09/2022,11/10/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021951,SP,"PayPal Holdings, Inc",PYPL,S,11/09/2022,11/10/2022,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20021951,SP,Lockheed Martin Corporation,LMT,S,11/03/2022,11/04/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021705,JT,Liberty Broadband Corporation -,,S,09/08/2022,09/09/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20021705,SP,Liberty Broadband Corporation -,,S,09/08/2022,09/09/2022,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20021705,SP,Liberty Broadband Corporation -,,S,09/08/2022,09/09/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021236,SP,"BellRing Brands, Inc",BRBR,S,06/15/2022,06/16/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021134,SP,KKR & Company Inc. 6% MCONV,KKR,P,05/25/2022,05/26/2022,"$1,001 - $15,000",New,Preferred stock - Maturity date 09/15/2023
Axne,Hon.,Cindy,Axne,20021134,SP,KKR & Company Inc. 6% MCONV,KKR,P,05/25/2022,05/26/2022,"$1,001 - $15,000",New,Preferred stock - Maturity date 09/15/2023
Axne,Hon.,Cindy,Axne,20021134,JT,KKR & Company Inc. 6% MCONV,KKR,P,05/25/2022,05/26/2022,"$1,001 - $15,000",New,Preferred stock - Maturity date 09/15/2023
Axne,Hon.,Cindy,Axne,20021134,JT,JP Morgan Chase & Co,JPM,S,05/12/2022,05/13/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20021134,SP,JP Morgan Chase & Co,JPM,S,05/12/2022,05/13/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021134,SP,JP Morgan Chase & Co,JPM,S,05/12/2022,05/13/2022,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20021134,JT,Danaher Corporation,DHR,P,05/10/2022,05/11/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20021134,SP,Danaher Corporation,DHR,P,05/10/2022,05/11/2022,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20021134,SP,Danaher Corporation,DHR,P,05/10/2022,05/11/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20021134,JT,Johnson & Johnson,JNJ,S,05/04/2022,05/05/2022,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20021134,SP,Johnson & Johnson,JNJ,S,05/04/2022,05/05/2022,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20021134,SP,Johnson & Johnson,JNJ,S,05/04/2022,05/05/2022,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020474,SP,"PayPal Holdings, Inc",PYPL,P,02/28/2022,03/01/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020474,JT,"PayPal Holdings, Inc",PYPL,P,02/28/2022,03/01/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20020474,SP,"PayPal Holdings, Inc",PYPL,P,02/28/2022,03/01/2022,"$1,001 - $15,000 gfedc",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20020474,JT,KKR & Company Inc. 6% MCONV,KKR,P,02/15/2022,02/16/2022,6%,New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20020474,SP,KKR & Company Inc. 6% MCONV,KKR,P,02/15/2022,02/16/2022,6%,New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020474,SP,KKR & Company Inc. 6% MCONV,KKR,P,02/15/2022,02/16/2022,6%,New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20020367,SP,US Bancorp Dep SHS PFD F Non-,USB,S,01/15/2022,02/03/2022,"$1,001 - $15,000 gfedc",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Axne,Hon.,Cindy,Axne,20020367,SP,US Bancorp Dep SHS PFD F Non-,USB,S,01/15/2022,02/03/2022,"$1,001 - $15,000 gfedc",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Axne,Hon.,Cindy,Axne,20020367,JT,US Bancorp Dep SHS PFD F Non-,USB,S,01/15/2022,02/03/2022,"$1,001 - $15,000 gfedc",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Axne,Hon.,Cindy,Axne,20020367,SP,Brown Forman Inc Class B,BF.B,P,01/13/2022,02/03/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,global Payments Inc,GPN,P,01/13/2022,02/03/2022,"$1,001 - $15,000 gfedc",New,Subholding of: Creation Agents LLC 401K
